original_image,corrected_image,label
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05uncorrected/page_24_3.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05corrected/page_234.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05uncorrected/page_24_4.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05corrected/page_236.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05uncorrected/page_24_5.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05corrected/page_239.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05uncorrected/page_24_6.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05corrected/page_23_1.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05uncorrected/page_24_7.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05corrected/page_23_10.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05uncorrected/page_24_8.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05corrected/page_23_11.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05uncorrected/page_251.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05corrected/page_23_2.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05uncorrected/page_253.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05corrected/page_23_3.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05uncorrected/page_255.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05corrected/page_23_4.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05uncorrected/page_257.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05corrected/page_23_5.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05uncorrected/page_259.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05corrected/page_23_6.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05uncorrected/page_26.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05corrected/page_23_7.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05uncorrected/page_261.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05corrected/page_23_8.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05uncorrected/page_263.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05corrected/page_23_9.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05uncorrected/page_265.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05corrected/page_242.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05uncorrected/page_267.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05corrected/page_245.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05uncorrected/page_269.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05corrected/page_248.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05uncorrected/page_26_1.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05corrected/page_251.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05uncorrected/page_26_2.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05corrected/page_254.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05uncorrected/page_26_3.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05corrected/page_257.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05uncorrected/page_26_4.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05corrected/page_25_10.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05uncorrected/page_26_5.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05corrected/page_25_6.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05uncorrected/page_26_6.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05corrected/page_26.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05uncorrected/page_26_7.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05corrected/page_260.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05uncorrected/page_26_8.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05corrected/page_263.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05uncorrected/page_271.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05corrected/page_266.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05uncorrected/page_273.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05corrected/page_269.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05uncorrected/page_275.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05corrected/page_26_1.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05uncorrected/page_277.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05corrected/page_26_11.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05uncorrected/page_279.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05corrected/page_26_2.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05uncorrected/page_28.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05corrected/page_26_3.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05uncorrected/page_281.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05corrected/page_26_4.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05uncorrected/page_283.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05corrected/page_26_5.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05uncorrected/page_285.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05corrected/page_26_7.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05uncorrected/page_287.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05corrected/page_26_8.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05uncorrected/page_289.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05corrected/page_26_9.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05uncorrected/page_28_1.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05corrected/page_272.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05uncorrected/page_28_2.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05corrected/page_275.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05uncorrected/page_28_3.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05corrected/page_278.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05uncorrected/page_28_4.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05corrected/page_27_10.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05uncorrected/page_28_5.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05corrected/page_27_6.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05uncorrected/page_28_6.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05corrected/page_281.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05uncorrected/page_28_7.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05corrected/page_284.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05uncorrected/page_28_8.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05corrected/page_287.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05uncorrected/page_291.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05corrected/page_29.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05uncorrected/page_293.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05corrected/page_291.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05uncorrected/page_295.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05corrected/page_293.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05uncorrected/page_297.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05corrected/page_296.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05uncorrected/page_299.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05corrected/page_299.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05uncorrected/page_2_1.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05corrected/page_29_1.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05uncorrected/page_2_10.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05corrected/page_29_10.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05uncorrected/page_2_11.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05corrected/page_29_11.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05uncorrected/page_2_2.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05corrected/page_29_2.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05uncorrected/page_2_3.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05corrected/page_29_3.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05uncorrected/page_2_4.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05corrected/page_29_4.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05uncorrected/page_2_5.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05corrected/page_29_5.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05uncorrected/page_2_6.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05corrected/page_29_6.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05uncorrected/page_2_7.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05corrected/page_29_7.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05uncorrected/page_2_8.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05corrected/page_29_8.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05uncorrected/page_2_9.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05corrected/page_29_9.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05uncorrected/page_3.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05corrected/page_2_1.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05uncorrected/page_30.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05corrected/page_2_10.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05uncorrected/page_301.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05corrected/page_2_12.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05uncorrected/page_303.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05corrected/page_2_2.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05uncorrected/page_307.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05corrected/page_2_3.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05uncorrected/page_309.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05corrected/page_2_4.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05uncorrected/page_30_1.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05corrected/page_2_5.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05uncorrected/page_30_2.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05corrected/page_2_6.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05uncorrected/page_30_3.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05corrected/page_2_8.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05uncorrected/page_30_4.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05corrected/page_2_9.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05uncorrected/page_30_5.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05corrected/page_302.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05uncorrected/page_30_6.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05corrected/page_305.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05uncorrected/page_30_7.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05corrected/page_308.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05uncorrected/page_30_8.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05corrected/page_311.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05uncorrected/page_311.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05corrected/page_314.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05uncorrected/page_313.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05corrected/page_317.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05uncorrected/page_315.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05corrected/page_31_10.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05uncorrected/page_317.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05corrected/page_31_6.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05uncorrected/page_319.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05corrected/page_32.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05uncorrected/page_32.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05corrected/page_320.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05uncorrected/page_321.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05corrected/page_323.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05uncorrected/page_323.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05corrected/page_326.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05uncorrected/page_325.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05corrected/page_329.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05uncorrected/page_327.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05corrected/page_32_1.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05uncorrected/page_329.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05corrected/page_32_11.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05uncorrected/page_32_1.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05corrected/page_32_2.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05uncorrected/page_32_2.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05corrected/page_32_3.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05uncorrected/page_32_3.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05corrected/page_32_4.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05uncorrected/page_32_4.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05corrected/page_32_5.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05uncorrected/page_32_5.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05corrected/page_32_7.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05uncorrected/page_32_6.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05corrected/page_32_8.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05uncorrected/page_32_7.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05corrected/page_32_9.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05uncorrected/page_32_8.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05corrected/page_332.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05uncorrected/page_331.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05corrected/page_335.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05uncorrected/page_333.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05corrected/page_338.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05uncorrected/page_335.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05corrected/page_33_10.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05uncorrected/page_337.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05corrected/page_33_6.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05uncorrected/page_339.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05corrected/page_341.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05uncorrected/page_34.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05corrected/page_344.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05uncorrected/page_343.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05corrected/page_347.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05uncorrected/page_345.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05corrected/page_35.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05uncorrected/page_347.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05corrected/page_350.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05uncorrected/page_349.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05corrected/page_353.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05uncorrected/page_34_1.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05corrected/page_356.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05uncorrected/page_34_2.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05corrected/page_359.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05uncorrected/page_34_3.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05corrected/page_35_1.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05uncorrected/page_34_4.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05corrected/page_35_10.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05uncorrected/page_34_5.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05corrected/page_35_2.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05uncorrected/page_34_6.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05corrected/page_35_3.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05uncorrected/page_34_8.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05corrected/page_35_4.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05uncorrected/page_351.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05corrected/page_35_5.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05uncorrected/page_353.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05corrected/page_35_6.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05uncorrected/page_355.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05corrected/page_35_7.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05uncorrected/page_357.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05corrected/page_35_8.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05uncorrected/page_359.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05corrected/page_35_9.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05uncorrected/page_36.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05corrected/page_362.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05uncorrected/page_361.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05corrected/page_365.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05uncorrected/page_363.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05corrected/page_368.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05uncorrected/page_365.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05corrected/page_371.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05uncorrected/page_367.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05corrected/page_374.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05uncorrected/page_369.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05corrected/page_377.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05uncorrected/page_36_1.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05corrected/page_37_10.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05uncorrected/page_36_2.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05corrected/page_37_6.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05uncorrected/page_36_3.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05corrected/page_380.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05uncorrected/page_36_4.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05corrected/page_383.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05uncorrected/page_36_5.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05corrected/page_386.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05uncorrected/page_36_6.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05corrected/page_389.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05uncorrected/page_36_7.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05corrected/page_38_1.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05uncorrected/page_36_8.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05corrected/page_38_11.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05uncorrected/page_371.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05corrected/page_38_2.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05uncorrected/page_373.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05corrected/page_38_3.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05uncorrected/page_375.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05corrected/page_38_4.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05uncorrected/page_377.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05corrected/page_38_5.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05uncorrected/page_379.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05corrected/page_38_7.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05uncorrected/page_38.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05corrected/page_38_8.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05uncorrected/page_381.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05corrected/page_38_9.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05uncorrected/page_383.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05corrected/page_392.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05uncorrected/page_385.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05corrected/page_395.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05uncorrected/page_387.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/05corrected/page_398.jpg,0
